lotid,logerror,transactiondate,aircond,style,basement,numbath,numbedroom,classbuild,qualitybuild,decktype,finishedarea1st,finishedarea,perimeterarea,totalarea,finishedareaEntry,countycode,numfireplace,numfullbath,garagenum,garagearea,tubflag,heatingtype,latitude,longitude,lotarea,poolnum,poolarea,citycode,countycode2,neighborhoodcode,regioncode,roomnum,storytype,num34bath,material,unitnum,year,numstories,fireplace,buildvalue,parcelvalue,taxyear,landvalue,totaltaxvalue,taxdelinquencyflag,taxdelinquencyyear,mypointer
10918674,,"",1,,,4,3,,9,,,3105,,,,6037,0,4,,,,2,34139082,-118424250,5722,1,,12447,3101,27080,96424,0,,,,1,2000,,,729005,1730451,2016,1001446,20897.74,"",,28594
11794794,,"",1,,,2,2,,,,,1186,,,,6037,0,2,,,,2,34048000,-118238000,138016,1,,12447,3101,268057,95993,0,,,,1,2005,,,171000,571000,2015,4e+05,8074.59,"",,16285
10760643,,"",1,,,5,5,,9,,,3427,,,,6037,0,5,,,,2,34133279,-118610534,9465,1,,37688,3101,,96337,0,,,,1,1988,,,542638,843023,2016,300385,9867.85,"",,17839
17166757,,"",,,,1.5,3,,,,1663,1663,,,1663,6111,0,1,1,360,,,34185075,-119173348,6500,,,13150,2061,,97104,5,,1,,,1943,1,,113360,157740,2015,44380,1962.12,"",,14248
11631567,,"",1,,,3,2,,12,,,2850,,,,6037,0,3,,,,2,34071100,-118385000,99724,1,,10389,3101,,96087,0,,,,1,1981,,,637850,818851,2015,181001,9697.94,"",,34945
12048752,,"",1,,,2,3,,7,,,2345,,,,6037,0,2,,,,2,34195809,-118241171,10949,1,,45457,3101,274857,96327,0,,,,1,1973,,,284157,552483,2016,268326,6076.78,"",,32268
17283763,,"",,,,2.5,4,,,,2266,2266,,,2266,6111,1,2,2,546,,,34197829,-118834627,27334,1,380,34278,2061,,96385,8,,1,,,1969,1,,234593,416842,2015,182249,4401.8,"",,28713
12559301,,"",1,,,1,1,,,,,680,,,,6037,0,1,,,,2,33766300,-118188000,47343,1,,46298,3101,273486,96236,0,,,,1,2004,,,228431,329956,2016,101525,4053.4,Y,15,12360
14333149,,"",,,,4.5,4,,,,,4314,,,,6059,0,4,2,655,TRUE,,33743640,-117786973,9585,1,,27491,1286,,97018,0,,1,,,1998,,,587923,868079,2015,280156,10258.7,"",,3640
11615350,-0.006,2016-03-22,1,,,1,1,,1,,,803,,,,6037,0,1,,,,2,34056400,-118444000,30620,,,12447,3101,118920,96005,0,,,,1,1968,,,134911,223783,2015,88872,2784.01,"",,22202
17083913,,"",,,,2,3,,,,1379,1951,,,1379,6111,1,2,2,462,,,34269214,-119240752,8033,,,34543,2061,761055,97083,5,,,,,1957,1,,179146,512586,2016,333440,5468.66,"",,19428
12386379,,"",1,,,3,4,,7,,,2665,,,,6037,0,3,,,,2,33959225,-118116165,12710,1,,4406,3101,,96100,0,,,,1,1962,,,323200,770000,2016,446800,9369.35,Y,15,11860
12071365,-0.239963485647,2017-01-23,,,,1,3,,6,,,1948,,,,6037,0,1,,,,7,34161711,-118244347,6711,,,45457,3101,275257,96326,0,,,,1,1927,,,59402,102039,2016,42637,1244.01,Y,14,24203
12157478,,"",1,,,4,4,,1,,,3824,,,,6037,0,4,,,,2,34183873,-118193063,49979,1,,46080,3101,,96271,0,,,,1,1952,,,565000,2825000,2015,2260000,31528.63,"",,19052
11102347,,"",1,,,3,3,,7,,,1884,,,,6037,0,3,,,,2,34227820,-118519539,18424,1,,12447,3101,33183,96355,0,,,,1,1958,,,113113,147467,2016,34354,1912.27,"",,14289
10900122,,"",1,,,3,2,,7,,,1348,,,,6037,0,3,,,,2,34157312,-118375676,21971,1,,12447,3101,46795,96447,0,,,,1,1979,,,145000,434000,2016,289000,5226.07,"",,6404
12024656,-0.0912369125485,2017-02-28,,,,2,2,,8,,,1996,,,,6037,0,2,,,,2,34116906,-118380771,10454,1,,12447,3101,113749,96027,0,,,,1,1958,,,190449,714877,2016,524428,8790.02,"",,18485
14215557,,"",,,,2.5,4,,,,,2848,,,,6059,2,2,2,642,,,33841009,-117800640,15610,1,,16764,1286,113455,97026,9,,1,,,1974,2,,194911,668822,2015,473911,9138,"",,23493
14243702,,"",,,,3.5,4,,,,,4365,,,,6059,0,3,4,984,TRUE,,33776270,-117789101,20461,1,,40081,1286,,97005,0,,1,,,1989,,,735554,1347362,2015,611808,15138.34,"",,31435
14213270,0.0296,2016-03-08,13,,,2,3,,,,,2061,,,,6059,1,2,2,504,,,33842033,-117803577,13440,1,,16764,1286,113455,97026,7,,,,,1978,1,,173900,734385,2015,560485,7977.36,"",,492
17200088,,"",,,,2.5,4,,,,1180,2528,,,1180,6111,1,2,2,481,,,34267551,-118888439,7224,,,25974,2061,,97097,8,,1,,,1989,2,,304729,503680,2016,198951,5594.5,"",,15343
11616146,,"",1,,,2,2,,4,,,1475,,,,6037,0,2,,,,2,34051700,-118443000,25554,,,12447,3101,118920,96006,0,,,,1,1991,,,251879,335195,2015,83316,4167.96,"",,32817
13938074,,"",13,,,3.5,5,,,,,5133,,,,6059,0,3,3,766,,,33796878,-117783829,52272,,,33252,1286,,97067,13,,1,,,1993,2,,830492,1107808,2015,277316,11644.5,Y,12,7337
11079206,,"",1,,,3,4,,4,,,3346,,,,6037,0,3,,,,2,34256197,-118561851,13715,,,12447,3101,33183,96346,0,,,,1,1977,,,219676,528698,2015,309022,6681.29,"",,22245
12191459,0.0469,2016-09-30,,,,2,2,,7,,,1387,,,,6037,0,2,,,,7,33979604,-118300019,3967,,,12447,3101,118208,96028,0,,,,1,1924,,,32867,87722,2015,54855,4376.57,"",,6689
11187099,0.003,2016-07-20,1,,,3,5,,4,,,3147,,,,6037,0,3,,,,2,34624476,-118225699,13509,,,40227,3101,,97329,0,,,,1,2005,,,241000,430000,2015,189000,6547.21,"",,12273
17210076,,"",,,,2.5,4,,,,940,1932,,,940,6111,1,2,2,637,,,34216950,-118884425,7527,,,34278,2061,,96383,7,,1,,,1968,2,,252053,420087,2015,168034,4428.6,"",,8030
12525407,,"",1,,,3,2,,4,,,1299,,,,6037,0,3,,,,2,33760759,-118117714,978900,1,,46298,3101,343505,96237,0,,,,1,1974,,,131503,218145,2015,86642,2772.07,"",,8743
14407876,,"",,,,2.5,3,,,,,2141,,,,6059,0,2,2,646,TRUE,,33507849,-117679041,6480,1,,25459,1286,,96987,0,,1,,,1992,,,246531,754785,2015,508254,8256.92,"",,21346
14256052,,"",1,,,3,5,,,,,2990,,,,6059,1,3,2,630,,6,33752206,-117828152,7616,,,27491,1286,,97016,10,,,,,1965,2,,171710,833000,2015,661290,9320.9,"",,20784
11579754,,"",,,,5,4,,1,,,3517,,,,6037,0,5,,,,7,34041442,-118489989,7537,1,,26964,3101,761547,96149,0,,,,1,1987,,,766165,1572304,2015,806139,18780.32,"",,9502
14197954,,"",,,,2,4,,,,,1609,,,,6059,1,2,2,461,TRUE,,33867897,-117771542,6000,,,16764,1286,274765,97026,8,,,,,1977,1,,107960,301801,2015,193841,8899.58,"",,18559
17135704,,"",,,,2.5,2,,,,654,1370,,,654,6111,1,2,2,0,,,34235047,-119041578,435,,,51239,2061,,97089,4,,1,,,1980,2,,148411,154820,2016,6409,1709.54,"",,33198
10817899,,"",1,,,7,5,,10,,,6300,,,,6037,0,7,,,,2,34161895,-118532415,19270,1,,12447,3101,47950,96379,0,,,,1,2002,,,1504014,2352153,2015,848139,28861.21,"",,8499
11671933,,"",1,,,3,2,,1,,,2107,,,,6037,0,3,,,,2,34073732,-118555635,241653,1,,12447,3101,19810,96120,0,,,,1,1985,,,243000,1089000,2015,846000,13212.47,"",,25693
10849330,,"",1,,,3,2,,4,,,1350,,,,6037,0,3,,,,2,34171600,-118464000,37744,,,12447,3101,27080,96420,0,,,,1,2006,,,161900,477600,2015,315700,5799.86,"",,22053
14334966,,"",13,,,2.5,3,,,,,3475,,,,6059,0,2,2,505,,,33760676,-117777684,27000,1,,40081,1286,,97005,10,,1,,,1968,2,,244362,929208,2016,684846,9918.7,"",,1085
12525693,,"",1,,,2,1,,4,,,980,,,,6037,0,2,,,,2,33759248,-118116070,978900,1,,46298,3101,343505,96237,0,,,,1,1974,,,125001,381153,2015,256152,4672.08,"",,11708
17293129,,"",,,,3,4,,,,1386,2490,,,1386,6111,1,3,2,621,,,34144565,-118847017,7393,1,600,41673,2061,,96384,8,,,,,1968,2,,406174,812348,2016,406174,9265.46,"",,34808
12464059,,"",1,,,2,2,,4,,,1365,,,,6037,0,2,,,,2,33830100,-118191000,65440,,,46298,3101,274358,96241,0,,,,1,1974,,,134444,168048,2015,33604,2101.87,"",,31453
17205084,,"",,,,4.5,5,,,,2078,4112,,,2078,6111,2,4,2,659,,,34300374,-118878022,15375,,,25974,2061,,97097,10,,1,,,2007,2,,302723,864479,2015,561756,9445.38,"",,24261
17285317,,"",,,,2.5,3,,,,714,1452,,,714,6111,0,2,1,0,,,34173494,-118878930,4356,,,41673,2061,,96384,6,,1,,,1977,2,,150403,200132,2015,49729,2088.98,"",,499
14055179,,"",,,,1.5,2,,,,,960,,,,6059,0,1,1,0,,6,33673969,-117953653,640,,,25218,1286,,96964,4,,1,,,1963,2,TRUE,48121,155598,2016,107477,2018.52,"",,30018
10990817,,"",1,,,2,3,,7,,,1428,,,,6037,0,2,,,,2,34257901,-118323186,359570,1,,12447,3101,27328,96282,0,,,,1,1974,,,150822,218576,2015,67754,2757.32,"",,32995
17300349,,"",,,,2.5,3,,,,3147,3147,,,3147,6111,2,2,4,901,,,34203956,-118693225,50529,,,42091,2061,,96342,8,,1,,,1985,1,,336937,960900,2016,623963,11107.38,"",,31354
10748453,,"",1,,,5,4,,9,,,4352,,,,6037,0,5,,,,2,34124783,-118851502,13583,1,,41673,3101,,96384,0,,,,1,2002,,,674397,1145921,2016,471524,13205.44,"",,26785
17090147,,"",,,,2,3,,,,1638,1638,,,1638,6111,1,2,2,504,,,34295198,-119169009,7245,,,34543,2061,,97084,6,,,,,1965,1,,145114,241854,2015,96740,2573.62,"",,16679
12908949,,"",1,,,3,4,,4,,,2174,,,,6037,0,3,,,TRUE,2,34088072,-117824935,20774,,,33836,3101,,96513,0,,,,1,1980,,,198049,579972,2015,381923,7118.78,"",,1154
10868849,,"",1,,,3,4,,4,,,2538,,,,6037,0,3,,,,2,34157042,-118502148,22978,1,,12447,3101,51906,96349,0,,,,1,1952,,,263453,657640,2015,394187,8144.4,"",,6744
11160768,,"",1,,,2,3,,6,,,1040,,,,6037,0,2,,,,2,34442639,-118390511,6983,1,,54311,3101,37739,96401,0,,,,1,1968,,,121624,174114,2016,52490,2611.64,"",,27430
14239352,,"",13,,,1.5,2,,,,,1194,,,,6059,0,1,1,220,,,33782400,-117872000,1272,,,33252,1286,,97066,5,,1,,,1977,2,,80920,235147,2015,154227,2812.98,"",,24186
11164689,,"",1,,,2,3,,8,,,2431,,,,6037,0,2,,,,2,34389821,-118550239,7480,1,,54311,3101,48200,96378,0,,,,1,1974,,,155000,529000,2016,374000,7338.38,"",,11934
14186063,,"",13,,,2.5,3,,,,,2393,,,,6059,1,2,2,420,,,33872659,-117802604,5500,,,16764,1286,274765,97026,7,,1,,,1978,2,,190235,271732,2015,81497,3267.12,"",,16084
14502364,,"",,,,2.5,5,,,,,2872,,,,6059,0,2,2,419,TRUE,,33645179,-117617501,5544,1,,15554,1286,,96993,0,,1,,,1998,,,297840,686554,2016,388714,10169.48,Y,15,34614
14203206,,"",13,,,3,3,,,,,2216,,,,6059,0,3,2,620,,,33862694,-117745497,6264,,,16764,1286,113455,97027,8,,,,,1985,2,,197528,353573,2015,156045,3981.68,"",,9958
17232526,,"",,,,2,3,,,,1424,1424,,,1424,6111,1,2,2,600,,,34291332,-118722286,10060,,,27110,2061,,97116,6,,,,,1963,1,,121569,162069,2015,40500,1748.42,"",,22327
11295590,,"",1,,,2,3,,4,,,1616,,,,6037,0,2,,,,2,34693074,-118106703,7748,1,,5534,3101,,97318,0,,,,1,1977,,,112197,149936,2015,37739,2598.16,"",,12191
12059017,,"",1,,,2,2,,4,,,1269,,,,6037,0,2,,,,2,34167100,-118261000,90471,1,,45457,3101,275856,96321,0,,,,1,1973,,,167148,289951,2015,122803,3272.01,"",,25098
13924468,,"",1,,,2.5,3,,,,,1464,,,,6059,0,2,2,471,,6,33832795,-117775085,3400,,,16764,1286,113455,97026,5,,1,,,1986,,,116608,490787,2015,374179,5166.76,"",,5230
10848584,,"",,,,2,3,,7,,,1416,,,,6037,0,2,,,,2,34165575,-118455362,6271,1,,12447,3101,27080,96420,0,,,,1,1951,,,54240,82575,2015,28335,1058.87,"",,29156
17152712,,"",,,,2.5,3,,,66,1394,2574,,,1394,6111,1,2,2,552,,,34180358,-119224953,4438,,,13150,2061,,97106,6,,1,,,1978,2,,258831,1242588,2016,983757,15413.74,"",,19343
17245490,,"",,,,2.5,4,,,,1155,2134,,,1155,6111,1,2,2,460,,,34277250,-118735473,9000,1,450,27110,2061,,97118,7,,1,,,1964,2,,193343,386686,2015,193343,4511.02,"",,13521
11090208,0.142687758902,2017-07-07,,,,2,3,,6,,,1391,,,,6037,0,2,,,,2,34244994,-118569285,7797,1,,12447,3101,37835,96346,0,,,,1,1957,,,110765,153026,2016,42261,1973.2,"",,2197
17249669,,"",,,,2,3,,,,1389,1389,,,1389,6111,1,2,2,489,,,34270640,-118669885,7070,,,27110,2061,,97116,6,,,,,1977,1,,162000,464000,2015,302000,5391.88,"",,18047
17236002,,"",,,,4.5,4,,,,2223,3973,,,2223,6111,2,4,2,632,,,34308366,-118751682,8002,,,27110,2061,,97118,10,,1,,,2006,2,,308070,880201,2016,572131,9817.46,"",,2517
10743753,,"",1,,,1,1,,4,,,776,,,,6037,0,1,,,,2,34146000,-118742000,22122,,,9840,3101,764089,96336,0,,,,1,1981,,,135567,271489,2015,135922,3279.59,"",,20020
12688056,,"",1,,,5,4,,10,,,4614,,,,6037,0,5,,,,2,33763979,-118406059,34695,1,,54053,3101,,96121,0,,,,1,1989,,,782538,1213351,2015,430813,61167.47,Y,15,20418
11154206,,"",1,,,2,3,,4,,,1620,,,,6037,0,2,,,,2,34419856,-118446551,22180,,,54311,3101,37739,96401,0,,,,1,1963,,,59132,79506,2015,20374,1216.14,"",,5478
11045819,,"",1,,,2,2,,6,,,948,,,,6037,0,2,,,,2,34226400,-118464000,223118,1,,12447,3101,13017,96369,0,,,,1,1973,,,63548,130318,2016,66770,1597.28,"",,10282
14346708,,"",13,,,2,4,,,,,2474,,,,6059,0,2,2,471,,,33718919,-117760260,4800,,,52650,1286,276486,96954,9,,,,,1978,2,,186908,659783,2015,472875,6831.78,"",,20359
14473330,,"",,,,3,4,,,,,1875,,,,6059,0,3,2,483,TRUE,,33593100,-117667084,7384,1,,12773,1286,,96995,8,,,,,1966,2,,165097,379697,2015,214600,3918.56,"",,26924
14383385,,"",13,,,2.5,4,,,,,2401,,,,6059,1,2,2,468,TRUE,,33606571,-117697306,5225,,,25458,1286,,96971,8,,1,,,1980,2,,208550,314816,2015,106266,3311.96,"",,27786
10745763,,"",1,,,4,4,,7,,,3247,,,,6037,0,4,,,,2,34166147,-118772781,14583,1,,9840,3101,,96336,0,,,,1,1986,,,326219,520819,2016,194600,6175.19,"",,3496
13071602,,"",1,,,2,3,,4,,,1674,,,,6037,0,2,,,TRUE,2,34027756,-117777126,5641,,,20008,3101,,96506,0,,,,1,1983,,,204922,338121,2015,133199,6084.9,"",,23610
12500001,,"",1,,,2,3,,4,,,1920,,,,6037,0,2,,,,2,33814973,-118189339,7423,,,46298,3101,276157,96241,0,,,,1,1995,,,119215,452162,2015,332947,5668.85,"",,29359
14430436,,"",1,,,3,4,,,,,2866,,,,6059,1,3,2,592,TRUE,6,33489929,-117707676,6240,1,,25459,1286,,96987,8,,,,,1991,,,357889,617554,2016,259665,6440.56,"",,15758
17136617,,"",,,,2,4,,,,1621,1621,,,1621,6111,1,2,2,420,,,34233217,-119029050,7000,,,51239,2061,,97089,7,,,,,1968,1,,180158,297802,2015,117644,3190.56,"",,3917
10864183,,"",1,,,3,3,,4,,,2380,,,,6037,0,3,,,,2,34148061,-118463409,5499,,,12447,3101,27080,96412,0,,,,1,1963,,,315110,922091,2015,606981,11368.11,"",,17675
17192351,,"",,,,2,3,,,,1605,1605,,,1605,6111,1,2,2,455,,,34178902,-118959936,8059,,,34278,2061,46736,96351,6,,,,,1979,1,,214764,357937,2016,143173,4208.42,"",,28157
12036322,,"",1,,,3,4,,7,,,2002,,,,6037,0,3,,,,2,34105176,-118297651,4949,,,12447,3101,274359,96008,0,,,,1,1924,,,142545,356373,2015,213828,4438.49,"",,9492
10712719,,"",1,,,3,4,,4,,,2203,,,,6037,0,3,,,,2,34222816,-118634311,10457,1,,12447,3101,268588,96339,0,,,,1,1967,,,77695,103778,2015,26083,7158.41,"",,32414
12559029,,"",1,,,2,2,,,,,960,,,,6037,0,2,,,,2,33766300,-118188000,46486,1,,46298,3101,273486,96236,0,,,,1,2004,,,303000,433000,2015,130000,5786.53,"",,11429
11856911,,"",1,,,2,3,,7,,,1165,,,,6037,0,2,,,,2,34041500,-118095000,404888,1,,25953,3101,,96192,0,,,,1,1971,,,74796,177257,2015,102461,2701.95,"",,12039
10912445,,"",1,,,3,2,,4,,,1607,,,,6037,0,3,,,TRUE,2,34141500,-118391000,19647,,,12447,3101,47880,96449,0,,,,1,1994,,,190000,646000,2015,456000,7729.8,"",,31416
14242264,,"",13,,,3,3,,,,,2304,,,,6059,1,3,2,520,,,33782772,-117810510,8140,1,,33252,1286,,97067,8,,,,,1974,2,,199476,318390,2015,118914,3614.08,"",,32695
17189970,,"",,,,2,2,,,66,942,942,,,942,6111,0,2,1,0,,,34142242,-119187186,1306,,,47198,2061,,97109,4,,,,,1977,1,,143000,285000,2016,142000,3327.02,"",,13394
11025832,,"",1,,,4,6,,4,,,2360,,,,6037,0,4,,,,2,34236694,-118424378,8434,,,12447,3101,268002,96361,0,,,,1,1955,,,251915,411671,2015,159756,5105.35,"",,15096
17209354,,"",,,,1.5,3,,,,579,1185,,,579,6111,1,1,1,0,,,34214249,-118888511,3049,,,34278,2061,,96383,5,,1,,,1977,2,,98517,164190,2015,65673,1785.58,"",,22095
14192858,,"",13,,,2.5,3,,,,,2635,,,,6059,2,2,2,414,TRUE,,33893818,-117790035,5000,1,,21412,1286,,97078,8,,1,,,1972,2,,195141,375948,2015,180807,8448.22,"",,8154
10919786,,"",1,,,3,3,,6,,,1478,,,,6037,0,3,,,,2,34213639,-118339296,327819,1,,12447,3101,41131,96436,0,,,,1,1977,,,132000,522000,2016,390000,6287.65,"",,16780
11692373,,"",1,,,5,4,,10,,,4437,,,,6037,0,5,,,,2,34104297,-118483532,341421,1,,12447,3101,113910,96030,0,,,,1,1990,,,878721,2408960,2015,1530239,29510.96,"",,13857
17132513,,"",,,,2.5,3,,,,861,1825,,,861,6111,1,2,2,455,,,34241295,-119008033,2927,,,51239,2061,,97091,8,,1,,,2000,2,,231280,384993,2016,153713,4087.46,"",,10322
12127470,,"",,,,3,4,,7,,,2074,,,,6037,0,3,,,,7,34169324,-118069948,7342,1,,47019,3101,274705,96295,0,,,,1,1952,,,186241,382464,2015,196223,4630.86,"",,15055
11982718,,"",1,,,3,2,,1,,,1597,,,,6037,0,3,,,,2,34066400,-118316000,106039,1,,12447,3101,274517,96001,0,,,,1,1975,,,186525,266088,2015,79563,3283.81,"",,12856
17210699,,"",,,,2,3,,,,1712,1712,,,1712,6111,1,2,2,572,,,34224433,-118870730,7514,,,34278,2061,,96383,6,,,,,1979,1,,305000,604000,2015,299000,6529.14,"",,5348
11596312,,"",1,,,3,3,,1,,,1734,,,,6037,0,3,,,,2,34009903,-118388088,1275,1,,51617,3101,262098,96095,0,,,,1,1974,,,150341,300682,2015,150341,4120.74,"",,20778
11047177,,"",1,,,3,3,,4,,,1889,,,,6037,0,3,,,,2,34237744,-118460276,130022,,,12447,3101,13017,96369,0,,,,1,1990,,,163316,304554,2015,141238,3834.83,"",,17857
14645110,,"",1,7,,2,2,,,,,1161,,,,6059,0,2,1,0,,6,33728100,-117812000,,1,,27491,1286,,97016,4,,,6,,1963,2,,71429,169442,2015,98013,2221.32,"",,30456
11344234,,"",1,,,3,4,,4,,,1927,,,,6037,0,3,,,,2,34454215,-118512414,5285,1,,54311,3101,6952,96373,0,,,,1,1988,,,298000,521000,2015,223000,7029.55,"",,1144
17100041,,"",,,,2,3,,,,1481,1481,,,1481,6111,1,2,2,483,,,34352050,-119085604,7300,,,26965,2061,,97113,5,,,,,1965,1,,203000,407000,2015,204000,4410.02,"",,2313
11170802,,"",1,,,2,2,,7,,,970,,,,6037,0,2,,,,2,34410700,-118561000,842267,,,54311,3101,48200,96378,0,,,,1,1989,,,143282,200657,2015,57375,3466.58,"",,11217
14143409,,"",13,,,3,4,,,,,2740,,,,6059,1,3,2,494,,,33896062,-117956314,9300,1,,24812,1286,,97041,9,,,,,1980,2,,202820,549901,2015,347081,6318.2,"",,18159
11092097,,"",,,,2,4,,7,,,1603,,,,6037,0,2,,,,2,34244693,-118543415,9010,1,,12447,3101,33183,96354,0,,,,1,1960,,,202414,374569,2015,172155,4680.53,"",,32192
11011018,,"",1,,,3,4,,7,,,2715,,,,6037,0,3,,,,2,34315830,-118474203,17870,1,,12447,3101,34213,96368,0,,,,1,1991,,,363671,679902,2016,316231,8393.02,"",,19921
17080014,,"",,,,2,2,,,,838,1292,,,838,6111,1,2,1,276,,,34271120,-119257111,7500,,,34543,2061,,97083,5,,,,,1951,1,,125703,193384,2015,67681,2089.98,"",,3072
17249114,,"",,,,3,4,,,,1501,3187,,,1501,6111,1,3,2,621,,,34251815,-118775342,10235,,,27110,2061,,97118,9,,,,,1987,2,,446751,744585,2015,297834,8327.8,"",,26047
17280763,0.0182205657778,2017-09-14,,,,1,3,,,,932,932,,,932,6111,0,1,2,420,,,34207657,-118851620,12229,,,34278,2061,,96383,7,,,,,1960,1,,229437,458874,2016,229437,7557.78,"",,9607
11923114,,"",1,,,3,2,,4,,,1390,,,,6037,0,3,,,,2,34126100,-118066000,76817,1,,50749,3101,,96268,0,,,,1,1971,,,142689,515020,2015,372331,6212.37,"",,33638
17172799,,"",,,,2,3,,,66,437,1273,,,437,6111,1,2,1,399,,,34158513,-119219977,1750,,,13150,2061,118106,97106,6,,,,,1978,2,,141899,380895,2016,238996,4301.06,"",,4838
17125574,,"",,,,2.5,4,,,,2302,2302,,,2302,6111,1,2,2,420,,,34241489,-119028883,9884,,,51239,2061,,97089,8,,1,,,1964,1,,271139,542278,2015,271139,5802.92,"",,3249
14185132,,"",,,,2,3,,,,,1372,,,,6059,0,2,2,448,,,33866162,-117802028,5000,1,,16764,1286,274765,97026,6,,,,,1972,1,,106410,463979,2015,357569,5388.9,"",,3229
10905745,,"",1,,,2,2,,8,,,980,,,,6037,0,2,,,,2,34154300,-118422000,25067,1,,12447,3101,27080,96424,0,,,,1,1990,,,112480,161982,2016,49502,2054.33,"",,13624
17137101,,"",,,,3,4,,,,1277,2841,,,1277,6111,1,3,2,498,,,34231952,-119037205,8393,1,504,51239,2061,,97089,9,,,,,1978,2,,292012,486687,2015,194675,5287.22,"",,19354
17169676,,"",,,,2,3,,,,1252,1252,,,1252,6111,0,2,1,360,,,34163739,-119184213,6300,,,13150,2061,,97104,6,,,,,1959,1,,91433,121891,2015,30458,1488.32,"",,8777
11934911,,"",1,,,1,2,,4,,,843,,,,6037,0,1,,,,2,34072700,-118262000,63453,,,12447,3101,268134,96007,0,,,,1,1973,,,128517,377392,2015,248875,4580.29,"",,17545
10817299,,"",1,,,3,4,,4,,,2937,,,,6037,0,3,,,,2,34149701,-118526541,19058,1,,12447,3101,51906,96349,0,,,,1,1968,,,166919,805112,2015,638193,10089.73,"",,16697
10772239,,"",1,,,3,4,,4,,,2178,,,,6037,0,3,,,,2,34209947,-118576316,8911,1,,12447,3101,27987,96341,0,,,,1,1965,,,227727,439986,2015,212259,5592.05,"",,24853
13920334,-0.009,2016-05-06,,,,2,3,,,,,1205,,,,6059,0,2,2,430,,,33805766,-118001888,6000,1,,42967,1286,,96203,6,,,,,1959,1,,77716,192191,2015,114475,2582.66,"",,23878
17134571,-0.003,2016-04-29,,,,2.5,4,,,,1796,1796,,,1796,6111,1,2,2,507,,,34227643,-119053966,8037,,,51239,2061,,97089,6,,1,,,1965,1,,174926,499789,2015,324863,5425.32,"",,3779
11033970,,"",,,,2,3,,7,,,1588,,,,6037,0,2,,,,7,34236528,-118432198,6677,1,,12447,3101,268002,96361,0,,,,1,1952,,,163500,410000,2015,246500,5039.8,"",,2097
14672769,0.008,2016-05-05,,7,,2.5,3,,,,,1881,,,,6059,0,2,2,0,,6,33627106,-117846679,,1,,53571,1286,,96978,7,,1,6,,1977,2,TRUE,155228,840179,2015,684951,9030.16,"",,7255
11149425,,"",1,,,4,4,,9,,,3816,,,,6037,0,4,,,,2,34417914,-118411655,124830,1,,54311,3101,37739,96401,0,,,,1,1989,,,507625,832505,2016,324880,10336.04,"",,21354
12014999,,"",,,,3,3,,4,,,2176,,,,6037,0,3,,,,2,34099497,-118355949,7250,1,,12447,3101,32059,96027,0,,,,1,1920,,,343316,1336685,2015,993369,16412.56,"",,16128
11620572,,"",1,,,4,3,,10,,,3499,,,,6037,0,4,,,,2,34064600,-118431000,84768,1,,12447,3101,118920,96005,0,,,,1,1989,,,1037500,4150000,2016,3112500,49659.58,"",,20046
11075581,,"",1,,,2,4,,4,,,2154,,,,6037,0,2,,,,2,34271405,-118545813,7631,1,,12447,3101,33183,96356,0,,,,1,1966,,,182936,313042,2015,130106,3959.95,"",,4604
10903273,,"",1,,,2,2,,7,,,1477,,,,6037,0,2,,,,2,34158500,-118406000,16350,1,,12447,3101,268551,96452,0,,,,1,1974,,,98666,200591,2015,101925,2457.53,"",,3643
17184774,,"",,,,2,3,,,,1384,1384,,,1384,6111,0,2,2,460,,,34159619,-119166781,6000,,,13150,2061,,97104,6,,,,,1976,1,,97853,111278,2015,13425,1280.34,"",,26696
17267254,,"",,,,2.5,4,,,,1371,2600,,,1371,6111,1,2,2,636,,,34160529,-118943830,24440,1,610,34278,2061,46736,96351,8,,1,,,1988,2,,304167,454493,2015,150326,5212.2,"",,683
10745508,,"",1,,,5,5,,7,,,4412,,,,6037,0,5,,,,2,34156229,-118764654,16218,1,,9840,3101,764097,96336,0,,,,1,1986,,,428089,1277433,2016,849344,14629.19,"",,11516
17266814,,"",,,,2,3,,,,1137,1587,,,1137,6111,1,2,2,456,,,34166067,-118937507,11486,,,34278,2061,46736,96351,5,,,,,1971,1,,249641,416064,2015,166423,4392,"",,30702
14430793,,"",,,,9,6,,,,,9187,,,,6059,0,8,2,697,TRUE,,33467933,-117715167,9540,1,,17686,1286,,96961,0,,2,,,2008,,,3359437,7835353,2015,4475916,108928.04,"",,6003
11143307,,"",1,,,3,3,,4,,,2388,,,,6037,0,3,,,,2,34397072,-118483753,31271,,,54311,3101,26134,96352,0,,,,1,2008,,,332000,437000,2015,105000,6166.78,"",,1601
14095554,,"",13,,,2,3,,,,,1472,,,,6059,0,2,2,484,,,33777703,-118050074,5200,1,,54352,1286,,96225,6,,,,,1968,1,,99161,353853,2015,254692,4354.46,"",,1355
11815671,,"",1,,,2,3,,7,,,1152,,,,6037,0,2,,,,2,34072324,-118174012,4800,,,12447,3101,114914,96013,0,,,,1,1940,,,117215,363736,2015,246521,4491.76,"",,24705
11480939,,"",,,,3,4,,7,,,1902,,,,6037,0,3,,,,7,33922603,-118362456,5004,1,,42150,3101,763527,96107,0,,,,1,1947,,,175935,269114,2015,93179,3644.63,"",,2007
